"Sequence week","B.1.526 +E484K count","B.1.526 +E484K  percent","B.1.526 no E484K count","B.1.526 no E484K percent","B.1.1.7 count","B.1.1.7 percent","P.1 count","P.1 percent","B.1.427 count","B.1.427 percent","B.1.429 count","B.1.429 percent","B.1.351 count","B.1.351 percent","B.1.617.2 count","B.1.617.2 percent","B.1.621 count","B.1.621 percent","Other count","Other percent","incomplete"
"Jul 24 (690)",3,0.434783,1,0.144928,5,0.724638,7,1.014493,0,0.0,0,0.0,1,0.144928,645,93.478261,15,2.173913,13,1.884058,
"Jul 31 (1080)",0,0.0,0,0.0,8,0.740741,6,0.555556,0,0.0,0,0.0,1,0.092593,1043,96.574074,10,0.925926,12,1.111111,
"Aug 07 (1444)",0,0.0,1,0.069252,5,0.34626,6,0.415512,0,0.0,0,0.0,0,0.0,1409,97.576177,8,0.554017,15,1.038781,
"Aug 14 (1718)",0,0.0,0,0.0,4,0.232829,3,0.174622,0,0.0,0,0.0,0,0.0,1687,98.195576,6,0.349243,18,1.04773,
"Aug 21 (1769)",0,0.0,0,0.0,2,0.113058,3,0.169587,0,0.0,0,0.0,0,0.0,1729,97.738836,6,0.339175,29,1.639344,
"Aug 28 (1583)",0,0.0,0,0.0,1,0.063171,3,0.189514,0,0.0,0,0.0,0,0.0,1545,97.599495,8,0.50537,26,1.642451,
"Sep 04 (1239)",0,0.0,0,0.0,1,0.08071,2,0.161421,0,0.0,0,0.0,0,0.0,1200,96.8523,4,0.322841,32,2.582728,
"Sep 11 (1305)",0,0.0,0,0.0,2,0.153257,1,0.076628,0,0.0,0,0.0,0,0.0,1268,97.164751,6,0.45977,28,2.145594,
"Sep 18 (1544)",0,0.0,0,0.0,0,0.0,2,0.129534,0,0.0,0,0.0,0,0.0,1521,98.510363,5,0.323834,16,1.036269,1780
"Sep 25 (805)",0,0.0,0,0.0,0,0.0,1,0.124224,1,0.124224,0,0.0,0,0.0,792,98.385093,10,1.242236,1,0.124224,1780
