"Sequence week","B.1.526 +E484K count","B.1.526 +E484K  percent","B.1.526 no E484K count","B.1.526 no E484K percent","B.1.1.7 count","B.1.1.7 percent","P.1 count","P.1 percent","B.1.427 count","B.1.427 percent","B.1.429 count","B.1.429 percent","B.1.351 count","B.1.351 percent","B.1.617.2 count","B.1.617.2 percent","B.1.621 count","B.1.621 percent","Other count","Other percent","incomplete"
"Jun 26 (0184)",1,0.543478,1,0.543478,30,16.304348,13,7.065217,0,0.0,0,0.0,0,0.0,68,36.956522,27,14.673913,44,23.913043,
"Jul 03 (0165)",0,0.0,1,0.606061,19,11.515152,8,4.848485,0,0.0,0,0.0,0,0.0,96,58.181818,14,8.484848,27,16.363636,
"Jul 10 (0321)",2,0.623053,3,0.934579,15,4.672897,17,5.29595,0,0.0,0,0.0,0,0.0,224,69.781931,28,8.722741,32,9.968847,
"Jul 17 (0428)",0,0.0,1,0.233645,13,3.037383,12,2.803738,0,0.0,0,0.0,0,0.0,352,82.242991,18,4.205607,32,7.476636,
"Jul 24 (0697)",3,0.430416,1,0.143472,6,0.860832,6,0.860832,0,0.0,0,0.0,0,0.0,631,90.530846,15,2.15208,35,5.021521,
"Jul 31 (1081)",0,0.0,0,0.0,8,0.740056,5,0.462535,0,0.0,0,0.0,0,0.0,1007,93.154487,10,0.925069,51,4.717854,
"Aug 07 (1477)",0,0.0,1,0.067705,4,0.270819,5,0.338524,0,0.0,0,0.0,0,0.0,1396,94.515911,7,0.473934,64,4.333108,
"Aug 14 (1742)",0,0.0,0,0.0,4,0.229621,2,0.114811,0,0.0,0,0.0,0,0.0,1632,93.685419,6,0.344432,98,5.625718,
"Aug 21 (1805)",0,0.0,0,0.0,2,0.110803,3,0.166205,0,0.0,0,0.0,0,0.0,1671,92.576177,6,0.33241,123,6.814404,
"Aug 28 (1610)",0,0.0,0,0.0,1,0.062112,2,0.124224,0,0.0,0,0.0,0,0.0,1499,93.10559,8,0.496894,100,6.21118,
"Sep 04 (1244)",0,0.0,0,0.0,1,0.080386,2,0.160772,0,0.0,0,0.0,0,0.0,1156,92.926045,4,0.321543,81,6.511254,
"Sep 11 (1335)",0,0.0,0,0.0,2,0.149813,1,0.074906,0,0.0,0,0.0,0,0.0,1252,93.782772,6,0.449438,74,5.543071,
"Sep 18 (1650)",0,0.0,0,0.0,0,0.0,2,0.121212,0,0.0,0,0.0,0,0.0,1529,92.666667,4,0.242424,115,6.969697,
"Sep 25 (1483)",0,0.0,0,0.0,0,0.0,1,0.067431,0,0.0,0,0.0,1,0.067431,1387,93.526635,11,0.74174,83,5.596763,
"Oct 02 (1043)",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,975,93.480345,1,0.095877,67,6.423778,
"Oct 09 (0780)",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,713,91.410256,0,0.0,67,8.589744,
"Oct 16 (0808)",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,755,93.440594,0,0.0,53,6.559406,1720
"Oct 23 (0289)",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,269,93.079585,0,0.0,20,6.920415,1720
"Oct 30 (???)",,,,,,,,,,,,,,,,,,,,,
"Nov 06 (???)",,,,,,,,,,,,,,,,,,,,,
"Nov 13 (n/a)",,,,,,,,,,,,,,,,,,,,,
"Nov 20 (n/a)",,,,,,,,,,,,,,,,,,,,,
"Nov 27 (n/a)",,,,,,,,,,,,,,,,,,,,,
"Dec 04 (n/a)",,,,,,,,,,,,,,,,,,,,,
