"Sequence week","B.1.526 +E484K count","B.1.526 +E484K  percent","B.1.526 no E484K count","B.1.526 no E484K percent","B.1.1.7 count","B.1.1.7 percent","P.1 count","P.1 percent","B.1.427 count","B.1.427 percent","B.1.429 count","B.1.429 percent","B.1.351 count","B.1.351 percent","B.1.617.2 count","B.1.617.2 percent","B.1.621 count","B.1.621 percent","Other count","Other percent","incomplete"
"Apr 24 (1196)",269,22.491639,48,4.013378,481,40.217391,48,4.013378,9,0.752508,4,0.334448,3,0.250836,3,0.250836,13,1.086957,318,26.588629,
"May 01 (0949)",171,18.018967,51,5.374078,407,42.88725,51,5.374078,3,0.316122,2,0.210748,2,0.210748,19,2.002107,6,0.632244,237,24.973656,
"May 08 (0607)",77,19.693095,20,5.11509,289,73.913043,46,11.764706,1,0.255754,0,0.0,4,1.023018,25,6.393862,5,1.278772,140,35.805627,
"May 15 (0480)",63,13.125,20,4.166667,197,41.041667,30,6.25,3,0.625,2,0.416667,2,0.416667,14,2.916667,20,4.166667,129,26.875,
"May 22 (0330)",36,16.666667,14,6.481481,127,58.796296,33,15.277778,1,0.462963,1,0.462963,1,0.462963,25,11.574074,16,7.407407,76,35.185185,
"May 29 (0166)",15,12.711864,5,4.237288,63,53.389831,21,17.79661,0,0.0,0,0.0,1,0.847458,12,10.169492,11,9.322034,38,32.20339,
"Jun 05 (0153)",6,5.607477,3,2.803738,49,45.794393,22,20.560748,0,0.0,0,0.0,0,0.0,14,13.084112,23,21.495327,36,33.64486,
"Jun 12 (0150)",6,5.769231,1,0.961538,29,27.884615,14,13.461538,0,0.0,0,0.0,0,0.0,43,41.346154,31,29.807692,26,25.0,
"Jun 19 (0118)",1,0.847458,0,0.0,18,15.254237,10,8.474576,0,0.0,0,0.0,0,0.0,44,37.288136,16,13.559322,29,24.576271,
"Jun 26 (0142)",1,1.020408,1,1.020408,26,26.530612,9,9.183673,0,0.0,0,0.0,0,0.0,60,61.22449,19,19.387755,26,26.530612,
"Jul 03 (0128)",0,0.0,1,0.78125,16,12.5,10,7.8125,0,0.0,0,0.0,0,0.0,85,66.40625,9,7.03125,7,5.46875,
"Jul 10 (0241)",2,1.242236,1,0.621118,12,7.453416,15,9.31677,0,0.0,0,0.0,0,0.0,179,111.180124,17,10.559006,15,9.31677,
"Jul 17 (0326)",0,0.0,0,0.0,15,7.009346,14,6.542056,0,0.0,0,0.0,1,0.46729,275,128.504673,12,5.607477,9,4.205607,
"Jul 24 (0542)",3,0.847458,1,0.282486,6,1.694915,6,1.694915,0,0.0,0,0.0,1,0.282486,504,142.372881,12,3.389831,9,2.542373,
"Jul 31 (0823)",0,0.0,0,0.0,8,0.972053,4,0.486027,0,0.0,0,0.0,1,0.121507,796,96.71932,7,0.850547,7,0.850547,
"Aug 07 (1081)",0,0.0,0,0.0,1,0.092507,3,0.277521,0,0.0,0,0.0,0,0.0,1060,98.057354,4,0.370028,13,1.20259,1180
"Aug 14 (1141)",0,0.0,0,0.0,4,0.35057,2,0.175285,0,0.0,0,0.0,0,0.0,1126,98.685364,2,0.175285,7,0.613497,1180
"Aug 21 (???)",,,,,,,,,,,,,,,,,,,,,
"Aug 28 (???)",,,,,,,,,,,,,,,,,,,,,
"Sep 04 (n/a)",,,,,,,,,,,,,,,,,,,,,
"Sep 11 (n/a)",,,,,,,,,,,,,,,,,,,,,
