"Sequence week","B.1.526 +E484K count","B.1.526 +E484K  percent","B.1.526 no E484K count","B.1.526 no E484K percent","B.1.1.7 count","B.1.1.7 percent","P.1 count","P.1 percent","B.1.427 count","B.1.427 percent","B.1.429 count","B.1.429 percent","B.1.351 count","B.1.351 percent","B.1.617.2 count","B.1.617.2 percent","B.1.621 count","B.1.621 percent","Other count","Other percent","incomplete"
"May 15 (493)",61,12.373225,60,12.170385,187,37.931034,23,4.665314,2,0.40568,2,0.40568,4,0.811359,14,2.839757,20,4.056795,120,24.340771,
"May 22 (367)",35,9.536785,38,10.354223,124,33.787466,23,6.26703,1,0.27248,1,0.27248,1,0.27248,26,7.084469,16,4.359673,102,27.792916,
"May 29 (220)",15,6.818182,13,5.909091,73,33.181818,21,9.545455,0,0.0,0,0.0,1,0.454545,16,7.272727,14,6.363636,67,30.454545,
"Jun 05 (179)",6,3.351955,5,2.793296,50,27.932961,22,12.290503,0,0.0,0,0.0,1,0.558659,14,7.821229,27,15.083799,54,30.167598,
"Jun 12 (187)",6,3.208556,2,1.069519,29,15.508021,16,8.55615,0,0.0,0,0.0,1,0.534759,50,26.737968,34,18.181818,49,26.203209,
"Jun 19 (138)",1,0.724638,1,0.724638,21,15.217391,9,6.521739,0,0.0,0,0.0,0,0.0,46,33.333333,17,12.318841,43,31.15942,
"Jun 26 (184)",1,0.543478,1,0.543478,30,16.304348,13,7.065217,0,0.0,0,0.0,0,0.0,68,36.956522,27,14.673913,44,23.913043,
"Jul 03 (163)",0,0.0,1,0.613497,19,11.656442,8,4.907975,0,0.0,0,0.0,0,0.0,94,57.668712,14,8.588957,27,16.564417,
"Jul 10 (318)",2,0.628931,3,0.943396,15,4.716981,15,4.716981,0,0.0,0,0.0,0,0.0,223,70.125786,28,8.805031,32,10.062893,
"Jul 17 (429)",0,0.0,1,0.2331,13,3.030303,12,2.797203,0,0.0,0,0.0,0,0.0,353,82.284382,18,4.195804,32,7.459207,
"Jul 24 (691)",3,0.434153,1,0.144718,6,0.868307,6,0.868307,0,0.0,0,0.0,0,0.0,625,90.448625,15,2.170767,35,5.065123,
"Jul 31 (1082)",0,0.0,0,0.0,8,0.739372,5,0.462107,0,0.0,0,0.0,0,0.0,1008,93.160813,10,0.924214,51,4.713494,
"Aug 07 (1487)",0,0.0,1,0.067249,5,0.336247,5,0.336247,0,0.0,0,0.0,0,0.0,1404,94.418292,8,0.537996,64,4.303968,
"Aug 14 (1746)",0,0.0,0,0.0,4,0.229095,2,0.114548,0,0.0,0,0.0,0,0.0,1636,93.699885,6,0.343643,98,5.612829,
"Aug 21 (1807)",0,0.0,0,0.0,2,0.110681,3,0.166021,0,0.0,0,0.0,0,0.0,1672,92.529054,6,0.332042,124,6.862203,
"Aug 28 (1623)",0,0.0,0,0.0,1,0.061614,2,0.123229,0,0.0,0,0.0,0,0.0,1512,93.160813,8,0.492914,100,6.161429,
"Sep 04 (1248)",0,0.0,0,0.0,1,0.080128,2,0.160256,0,0.0,0,0.0,0,0.0,1160,92.948718,4,0.320513,81,6.490385,
"Sep 11 (1335)",0,0.0,0,0.0,2,0.149813,1,0.074906,0,0.0,0,0.0,0,0.0,1252,93.782772,6,0.449438,74,5.543071,
"Sep 18 (1650)",0,0.0,0,0.0,0,0.0,2,0.121212,0,0.0,0,0.0,0,0.0,1529,92.666667,4,0.242424,115,6.969697,
"Sep 25 (1483)",0,0.0,0,0.0,0,0.0,1,0.067431,0,0.0,0,0.0,1,0.067431,1387,93.526635,11,0.74174,83,5.596763,
"Oct 02 (880)",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,813,92.386364,1,0.113636,66,7.5,
"Oct 09 (660)",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,602,91.212121,0,0.0,58,8.787879,1720
"Oct 16 (322)",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,300,93.167702,0,0.0,22,6.832298,1720
