"Sequence week","B.1.526 +E484K count","B.1.526 +E484K  percent","B.1.526 no E484K count","B.1.526 no E484K percent","B.1.1.7 count","B.1.1.7 percent","P.1 count","P.1 percent","B.1.427 count","B.1.427 percent","B.1.429 count","B.1.429 percent","B.1.351 count","B.1.351 percent","B.1.617.2 count","B.1.617.2 percent","B.1.621 count","B.1.621 percent","Other count","Other percent","incomplete"
"Aug 14 (1751)",0,0.0,0,0.0,4,0.228441,2,0.11422,0,0.0,0,0.0,0,0.0,1720,98.229583,6,0.342661,19,1.085094,
"Aug 21 (1811)",0,0.0,0,0.0,2,0.110436,3,0.165654,0,0.0,0,0.0,0,0.0,1774,97.95693,6,0.331309,26,1.435671,
"Aug 28 (1615)",0,0.0,0,0.0,1,0.06192,2,0.123839,0,0.0,0,0.0,0,0.0,1580,97.832817,8,0.495356,24,1.486068,
"Sep 04 (1249)",0,0.0,0,0.0,1,0.080064,2,0.160128,0,0.0,0,0.0,0,0.0,1211,96.957566,4,0.320256,31,2.481986,
"Sep 11 (1338)",0,0.0,0,0.0,2,0.149477,1,0.074738,0,0.0,0,0.0,0,0.0,1302,97.309417,6,0.44843,27,2.017937,
"Sep 18 (1651)",0,0.0,0,0.0,0,0.0,2,0.121139,0,0.0,0,0.0,0,0.0,1613,97.698365,4,0.242277,32,1.938219,
"Sep 25 (1483)",0,0.0,0,0.0,0,0.0,1,0.067431,0,0.0,0,0.0,0,0.0,1451,97.842212,11,0.74174,20,1.348618,
"Oct 02 (1045)",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1030,98.564593,1,0.095694,14,1.339713,
"Oct 09 (0792)",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,776,97.979798,0,0.0,16,2.020202,
"Oct 16 (0887)",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,871,98.196167,0,0.0,16,1.803833,
"Oct 23 (0687)",0,0.0,0,0.0,0,0.0,1,0.14556,0,0.0,0,0.0,0,0.0,683,99.417758,0,0.0,3,0.436681,1820
"Oct 30 (0422)",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,421,99.763033,1,0.236967,0,0.0,1820
"Nov 06 (???)",,,,,,,,,,,,,,,,,,,,,
"Nov 13 (???)",,,,,,,,,,,,,,,,,,,,,
"Nov 20 (n/a)",,,,,,,,,,,,,,,,,,,,,
"Nov 27 (n/a)",,,,,,,,,,,,,,,,,,,,,
"Dec 04 (n/a)",,,,,,,,,,,,,,,,,,,,,
