"Sequence week","B.1.526 +E484K count","B.1.526 +E484K  percent","B.1.526 no E484K count","B.1.526 no E484K percent","B.1.1.7 count","B.1.1.7 percent","P.1 count","P.1 percent","B.1.427 count","B.1.427 percent","B.1.429 count","B.1.429 percent","B.1.351 count","B.1.351 percent","B.1.617.2 count","B.1.617.2 percent","B.1.621 count","B.1.621 percent","Other count","Other percent","incomplete"
"May 15 (0492)",61,12.398374,59,11.99187,189,38.414634,25,5.081301,3,0.609756,2,0.406504,0,0.0,14,2.845528,20,4.065041,119,24.186992,
"May 22 (0366)",35,9.562842,38,10.382514,123,33.606557,24,6.557377,1,0.273224,1,0.273224,1,0.273224,26,7.103825,16,4.371585,101,27.595628,
"May 29 (0220)",15,6.818182,13,5.909091,73,33.181818,20,9.090909,0,0.0,0,0.0,1,0.454545,16,7.272727,14,6.363636,68,30.909091,
"Jun 05 (0178)",6,3.370787,4,2.247191,51,28.651685,21,11.797753,0,0.0,0,0.0,0,0.0,14,7.865169,27,15.168539,55,30.898876,
"Jun 12 (0187)",6,3.208556,2,1.069519,30,16.042781,13,6.951872,0,0.0,0,0.0,0,0.0,51,27.272727,34,18.181818,51,27.272727,
"Jun 19 (0136)",1,0.735294,1,0.735294,22,16.176471,11,8.088235,0,0.0,0,0.0,0,0.0,49,36.029412,15,11.029412,37,27.205882,
"Jun 26 (0183)",1,0.546448,1,0.546448,32,17.486339,14,7.650273,0,0.0,0,0.0,0,0.0,69,37.704918,27,14.754098,39,21.311475,
"Jul 03 (0164)",0,0.0,1,0.609756,20,12.195122,9,5.487805,0,0.0,0,0.0,0,0.0,97,59.146341,14,8.536585,23,14.02439,
"Jul 10 (0318)",2,0.628931,3,0.943396,16,5.031447,16,5.031447,0,0.0,0,0.0,0,0.0,230,72.327044,27,8.490566,24,7.54717,
"Jul 17 (0429)",0,0.0,1,0.2331,15,3.496503,20,4.662005,0,0.0,0,0.0,1,0.2331,360,83.916084,17,3.962704,15,3.496503,
"Jul 24 (0681)",3,0.440529,1,0.146843,6,0.881057,7,1.0279,0,0.0,0,0.0,1,0.146843,636,93.39207,15,2.202643,12,1.762115,
"Jul 31 (1075)",0,0.0,0,0.0,8,0.744186,6,0.55814,0,0.0,0,0.0,1,0.093023,1040,96.744186,10,0.930233,10,0.930233,
"Aug 07 (1424)",0,0.0,1,0.070225,5,0.351124,6,0.421348,0,0.0,0,0.0,0,0.0,1391,97.682584,8,0.561798,13,0.912921,
"Aug 14 (1697)",0,0.0,0,0.0,4,0.23571,3,0.176783,0,0.0,0,0.0,0,0.0,1666,98.173247,6,0.353565,18,1.060695,
"Aug 21 (1706)",0,0.0,0,0.0,2,0.117233,2,0.117233,0,0.0,0,0.0,0,0.0,1681,98.534584,6,0.3517,15,0.87925,
"Aug 28 (1360)",0,0.0,0,0.0,1,0.073529,3,0.220588,0,0.0,0,0.0,0,0.0,1341,98.602941,7,0.514706,8,0.588235,1730
"Sep 04 (0693)",0,0.0,0,0.0,1,0.1443,2,0.2886,0,0.0,0,0.0,0,0.0,687,99.134199,3,0.4329,0,0.0,1730
"Sep 11 (???)",,,,,,,,,,,,,,,,,,,,,
