"Sequence week","B.1.526 +E484K count","B.1.526 +E484K  percent","B.1.526 no E484K count","B.1.526 no E484K percent","B.1.1.7 count","B.1.1.7 percent","P.1 count","P.1 percent","B.1.427 count","B.1.427 percent","B.1.429 count","B.1.429 percent","B.1.351 count","B.1.351 percent","B.1.617.2 count","B.1.617.2 percent","B.1.621 count","B.1.621 percent","Other count","Other percent","incomplete"
"Jun 12 (187)",6,3.208556,2,1.069519,28,14.973262,16,8.55615,0,0.0,0,0.0,0,0.0,52,27.807487,34,18.181818,49,26.203209,
"Jun 19 (138)",1,0.724638,1,0.724638,22,15.942029,9,6.521739,0,0.0,0,0.0,0,0.0,49,35.507246,17,12.318841,39,28.26087,
"Jun 26 (186)",1,0.537634,1,0.537634,32,17.204301,13,6.989247,0,0.0,0,0.0,0,0.0,72,38.709677,27,14.516129,40,21.505376,
"Jul 03 (169)",0,0.0,1,0.591716,19,11.242604,8,4.733728,0,0.0,0,0.0,0,0.0,103,60.946746,14,8.284024,24,14.201183,
"Jul 10 (322)",2,0.621118,3,0.931677,16,4.968944,17,5.279503,0,0.0,0,0.0,0,0.0,232,72.049689,28,8.695652,24,7.453416,
"Jul 17 (433)",0,0.0,1,0.230947,15,3.464203,12,2.771363,0,0.0,0,0.0,0,0.0,364,84.064665,17,3.926097,24,5.542725,
"Jul 24 (734)",3,0.408719,1,0.13624,6,0.817439,7,0.953678,0,0.0,0,0.0,0,0.0,686,93.46049,17,2.316076,14,1.907357,
"Jul 31 (1090)",0,0.0,0,0.0,8,0.733945,5,0.458716,0,0.0,0,0.0,0,0.0,1053,96.605505,11,1.009174,13,1.192661,
"Aug 07 (1491)",0,0.0,1,0.067069,4,0.268276,5,0.335345,0,0.0,0,0.0,0,0.0,1457,97.719651,8,0.536553,16,1.073105,
"Aug 14 (1751)",0,0.0,0,0.0,4,0.228441,2,0.11422,0,0.0,0,0.0,0,0.0,1720,98.229583,6,0.342661,19,1.085094,
"Aug 21 (1813)",0,0.0,0,0.0,2,0.110314,3,0.165472,0,0.0,0,0.0,0,0.0,1776,97.959184,6,0.330943,26,1.434087,
"Aug 28 (1617)",0,0.0,0,0.0,1,0.061843,2,0.123686,0,0.0,0,0.0,0,0.0,1582,97.835498,8,0.494743,24,1.48423,
"Sep 04 (1250)",0,0.0,0,0.0,1,0.08,2,0.16,0,0.0,0,0.0,0,0.0,1212,96.96,4,0.32,31,2.48,
"Sep 11 (1340)",0,0.0,0,0.0,2,0.149254,1,0.074627,0,0.0,0,0.0,0,0.0,1304,97.313433,6,0.447761,27,2.014925,
"Sep 18 (1653)",0,0.0,0,0.0,0,0.0,2,0.120992,0,0.0,0,0.0,0,0.0,1615,97.701149,4,0.241984,32,1.935874,
"Sep 25 (1487)",0,0.0,0,0.0,0,0.0,1,0.067249,0,0.0,0,0.0,0,0.0,1455,97.848016,11,0.739744,20,1.34499,
"Oct 02 (1077)",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1062,98.607242,1,0.092851,14,1.299907,
"Oct 09 (825)",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,809,98.060606,0,0.0,16,1.939394,
"Oct 16 (888)",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,872,98.198198,0,0.0,16,1.801802,
"Oct 23 (771)",0,0.0,0,0.0,0,0.0,1,0.129702,0,0.0,0,0.0,0,0.0,766,99.351492,0,0.0,4,0.518807,
"Oct 30 (708)",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,691,97.59887,1,0.141243,16,2.259887,
"Nov 06 (574)",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,562,97.909408,0,0.0,12,2.090592,
"Nov 13 (789)",0,0.0,0,0.0,1,0.126743,0,0.0,0,0.0,0,0.0,0,0.0,768,97.338403,0,0.0,20,2.534854,1830
"Nov 20 (344)",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,343,99.709302,0,0.0,1,0.290698,1830
