"Sequence week","B.1.526 +E484K count","B.1.526 +E484K  percent","B.1.526 no E484K count","B.1.526 no E484K percent","B.1.1.7 count","B.1.1.7 percent","P.1 count","P.1 percent","B.1.427 count","B.1.427 percent","B.1.429 count","B.1.429 percent","B.1.351 count","B.1.351 percent","B.1.617.2 count","B.1.617.2 percent","B.1.621 count","B.1.621 percent","Other count","Other percent","incomplete"
"Mar 27 (1965)",457,23.256997,587,29.872774,600,30.534351,19,0.966921,4,0.203562,18,0.916031,8,0.407125,3,0.152672,1,0.050891,268,13.638677,
"Apr 03 (1735)",385,22.190202,483,27.838617,630,36.311239,23,1.325648,11,0.634006,7,0.403458,5,0.288184,0,0.0,1,0.057637,190,10.951009,
"Apr 10 (2144)",506,23.600746,578,26.958955,777,36.240672,54,2.518657,8,0.373134,8,0.373134,4,0.186567,1,0.046642,3,0.139925,205,9.561567,
"Apr 17 (1807)",445,24.626453,433,23.962369,676,37.410072,56,3.099059,6,0.332042,16,0.885445,11,0.608744,2,0.110681,9,0.498063,153,8.467072,
"Apr 24 (1196)",269,22.491639,257,21.488294,483,40.384615,48,4.013378,9,0.752508,4,0.334448,5,0.41806,3,0.250836,13,1.086957,105,8.779264,
"May 01 (0948)",171,18.037975,209,22.046414,408,43.037975,51,5.379747,3,0.316456,2,0.21097,6,0.632911,19,2.004219,6,0.632911,73,7.700422,
"May 08 (0606)",77,19.74359,93,23.846154,288,73.846154,47,12.051282,1,0.25641,0,0.0,5,1.282051,25,6.410256,5,1.282051,65,16.666667,
"May 15 (0479)",63,13.152401,94,19.624217,198,41.336117,29,6.05428,3,0.626305,2,0.417537,3,0.626305,14,2.922756,20,4.175365,53,11.064718,
"May 22 (0329)",36,10.942249,50,15.197568,127,38.601824,33,10.030395,1,0.303951,1,0.303951,2,0.607903,25,7.598784,14,4.255319,40,12.158055,
"May 29 (0166)",15,12.711864,20,16.949153,63,53.389831,21,17.79661,0,0.0,0,0.0,1,0.847458,12,10.169492,11,9.322034,23,19.491525,
"Jun 05 (0153)",6,5.607477,9,8.411215,55,51.401869,22,20.560748,0,0.0,0,0.0,0,0.0,14,13.084112,22,20.560748,25,23.364486,
"Jun 12 (0150)",6,5.769231,4,3.846154,33,31.730769,14,13.461538,0,0.0,0,0.0,0,0.0,43,41.346154,29,27.884615,21,20.192308,
"Jun 19 (0117)",1,1.265823,3,3.797468,18,22.78481,10,12.658228,0,0.0,0,0.0,0,0.0,44,55.696203,15,18.987342,26,32.911392,
"Jun 26 (0142)",1,1.020408,4,4.081633,26,26.530612,9,9.183673,0,0.0,0,0.0,0,0.0,60,61.22449,19,19.387755,23,23.469388,
"Jul 03 (0130)",0,0.0,1,1.136364,16,18.181818,11,12.5,0,0.0,0,0.0,0,0.0,87,98.863636,7,7.954545,8,9.090909,
"Jul 10 (0239)",2,0.83682,1,0.41841,12,5.020921,15,6.276151,0,0.0,0,0.0,0,0.0,178,74.476987,16,6.694561,15,6.276151,
"Jul 17 (0319)",0,0.0,0,0.0,15,4.702194,14,4.388715,0,0.0,0,0.0,1,0.31348,269,84.326019,12,3.761755,8,2.507837,
"Jul 24 (0530)",3,0.872093,1,0.290698,6,1.744186,6,1.744186,0,0.0,0,0.0,1,0.290698,490,142.44186,11,3.197674,12,3.488372,
"Jul 31 (0763)",0,0.0,0,0.0,8,1.603206,4,0.801603,0,0.0,0,0.0,1,0.200401,733,146.893788,6,1.202405,11,2.204409,990
"Aug 07 (0967)",0,0.0,1,0.103413,1,0.103413,3,0.310238,0,0.0,0,0.0,0,0.0,942,97.414685,4,0.41365,16,1.654602,990
"Aug 14 (???)",,,,,,,,,,,,,,,,,,,,,
"Aug 21 (???)",,,,,,,,,,,,,,,,,,,,,
"Aug 28 (n/a)",,,,,,,,,,,,,,,,,,,,,
"Sep 04 (n/a)",,,,,,,,,,,,,,,,,,,,,
"Sep 11 (n/a)",,,,,,,,,,,,,,,,,,,,,
